"실트정화랍시고코르셋묵인하지마


진정한팬이라면가수가잘되는길을바래야지",X,,
양아치들 글때문에 눈 버리신 분들은 제이 라이브에 초대된 정우성이나 보시면서 눈 정화하시길...,중립,,
뭐야 실트 정화 하는 걸 왜 싫어해?? 아니 당연히 팬으로서 해야하는 거 아닝가? 뭐 ㅌ탐라에 너무 많이 뜨니깐 하지말라고? 그냥 그 길로 탈덕을 하심을 어떤지.,화남,,
인간의 존엄 거룩하고 고귀한 생명 흘러라 법 자본주의 경제 1% 즐거운 행복 삶 들러리는 안보 99% 희생과 봉사 지구의 문화 생노병사 고통 대립과 경쟁 두뇌의 한계 기득권 돈 노예 종교와 과학 우상화 정치 지구정화 인류 대재앙 다가오는 천벌 깨달음 길 잡아라 손 우주 창조신 빵상 황선자 예언!!!,중립,,
"1901127 준호 강남팬싸
싸인받을 이름을
계정닉과 실명 같이 적었는데,
준마리 OO?
네~
뭐로 해줄까요?
아. 하나만 되요;;;;?
아니, 다 되죵~

* 세상에 이런애가 어딨담?ㅠㅠ
역시 영상 찍어놓길 잘했어.
준호 입모양보니 정화하진 않더라두
다 생각나ㅠㅠ",기쁨,,
"그냥 나는 빨리 탐라가 정화되길 기다린다
= 큐브 고소조취 시급",중립,,
"파파레서피 틧지기님 감사합니다
승진길만 걸으세여!!!",기쁨,,
멘탈 부여잡고 같이 실검 정화해요. 고작 이런 일로 떠나실 분들은 하루빨리 떠나주시길ㅜ^^,화남,,
"아이구 기여윤 정화님 
정말종말 감사합니다!!!!!!! 정화님듀새해복 많이받으시구 전년보다 덜 힘들고 더 행복한 멋진 2019되시길 바라요~!!!!",기쁨,,
다들 힘내시구 안구정화하시구 클린한 덕질되시길 바랄게요 ㅠㅠ 우리 앞으로 좋은 것만 바라보며 덕질하기...!,기쁨,,
드래곤 길들이기 3을 보신 분은 혹시나 반려견 산책을 귀찮아서 시키지 않으셨다면 하루마다 꼬박꼬박 하시게 될 거고 트위터에서 마냥 편하게 귀엽다고 눈 정화 기분 정화로 보셨던 동물 움짤을 생각하시면서 보게 될 거에요,기쁨,,
기사정화 할 시간에 해명이랑 사과나 하시길 ㅋㅋ,화남,,
어제오늘 내 탐라에는 나쁜 글들이 올라오지 않았지만 술렁이는 분위기에 입 꾹 다물고 있었는데 내님들은 그 와중에 또 올바른 길들을 찾아내신다~ 내 불안이 또 이렇게 정화되는구나~~ 내가 정말 팔로우는 끝내주게 했넹~!!! 정말 보라합니다~,기쁨,,
ㄷㅅㅍㅊ 들어간 해시 사용하지 말아주세요... 그냥 먹금 하고 정화에 힘써주시길 바라요 ㅠㅠ 카2 OO 키워드 쓰는 것보단 링크 누르고 재검색 이쪽으로... 카2팅,화남,,
정화의 소원이 모두 이뤄지길..,중립,,
"연관검색어 정화 총공을 했으면 하는 요일에 투표해주시길 바랍니다. 연관검색어 정화 총공은 다음주내에 할 예정입니다!
(요번주는 미정이 스밍을 해야하기 때문에 뺏습니다)",중립,,
오늘 종일 마음 고생 하셨고 힘드셨을텐데 실트 올라간 것을 보니 너무 뿌듯하고 자랑스러웠어요! 앞으로도 쭉 현석이랑 행복하게 지냈으면 좋겠어요 ㅠㅠ 이제 조금만 힘을 내서 인스타랑 기사들 다 정화 해봅시다. 너무 수고 하셨고 좋은 꿈만 꾸시길 바라요. 최현석 사랑해. 너처럼 좋은 것만 봐,중립,,
탐라서 주운 참새짤로 기분정화들 허시길,중립,,
"나라바로세우기는 사회지도층의 바로세우기가 핵심임.
공수처는 그것의 시작임.
특권과 반칙이 판치는 갑질문화를 선도하는 지도층에 스스로정화를 기대하기는  불가능함.
모든것에 우선해서 적폐카르텔 해체를위한 공수처 설치에 총력을 경주하시길...홧팅!",중립,,
탐라정화가 되셨길 바라며,중립,,
"길원+류가네 댕댕이(+명예 류가네)랑 같이 지령이랑 정화 돌리니 너무 재밌다 ㅠ 실수 해도 욕먹을 걱정도 없고, 다들 무슨 일이든 다 유머로 승화시켜 버려서 몇시간을 사냥하든 너무 에너지 넘치고 재미있음.
이제 고정팟 은재 정하 챙이 덤님 룹님 도운님 (+타니?) 다들 너무 고맙고 사랑해요",기쁨,,
우리 학원에 자주 놀러오는 고앵이 보고 모두 정화되시길.,중립,,
"야 각자가 자리에 투표 열심히하고 연검댓글 정화 열심히하고 스밍 영심히하고 앨범 사고 
그라믄 되는데 누가 하라고 하지 않으면 안하니가 필요한거지.......; 액행연만한 팬베 만들 여유 없으시면 가만히 그 자리에서 님 할 일이나 열심히 하시길...",화남,,
"네~ 멍군님 투표,댓글정화, 피디엡 좀 따고 그런 소리 하시길 바랍니다",중립,,
오늘 공기가 많이 안좋네. 공기정화 마법은 없나..? 다들 마스크를 쓰길 바라.,중립,,
토테님 그딴 개저씨...!!부디 견수로 정화되길 빌면서 조심스레 최애짤을 놓고 가봅니다 ??(??????)? ?,중립,,
"투표가 답입니다!

특별법 제정으로 그동안 호위호식 하던 친일민족 반역자와 군사정권에서 불법을 저지른 놈들을 모조리 잡아다 그 죗값을 치르게 해야합니다. 그게 정의이고 공정하며 투명한 민주주의 사회로가는 길입니다.

공소시효없는 형법개정을 통하여 향후 100년사회 정화를 이루어야합니다.",중립,,
그 물로 니 영혼이 정화되길 바란다,중립,,
"오늘도 너무너무 수고하셨어요 ㅠㅠ 
함께 해주시는 모든 밥알분들 정말  한 분 한 분 감사드립니다ㅠㅠㅠㅠㅠㅠ
내일 진행될 네이버 연검 정화도 
꼭 함께 해주시길 바랍니다

따듯하고 예쁜 꿈 꾸세요",중립,,
기.. 길드정화 갔다가.. 고독을.. 먹었습미다...  호덜덜,불안,,
가수 김수연 - 사랑은예술이야 가요TV 길정화의 뮤비스토리:,X,,
"부정투표하고 왜 떳떳한거지
누가보면 정정당당하게 투표한 줄 알겠네ㅋㅋㅋㅋㅋㅋ
제발 개념없이 행동하지말고 예의챙겨서 말하시길


엑소엘 남의 전화번호 도용투표
엑소엘 부정투표
엑소엘 일 덮으려고 실트 정화
엑소엘 사과
엑소엘 해명",화남,,
댓글 정화해요어디서 개떼 같이 나타남 마치 용이 기사 뜨길 기다렸다는듯이 ㅠㅠ,중립,,
"댓글 정화 부탁드립니다.
무작정 감싸기보다는 기사 자체의 오류만 비판해주시길 부탁드립니다. 비난과 비판을 구분하셔서 작성 부탁드립니다. 감정적 대응은 오히려 악영향을 끼칠 뿐입니다.",중립,,
"김빈이 어쩌다 자신이 키운 악마들에게
칼 맞게 된
가장 안타까운 인물이 되어가는군요.

한가지 걱정스러운 것은
아직도 악마들속에 있는건 아닌지.

앞으로 좀 지켜봐야겠지만,
그래도 부디 잘 극복하여
민주당의 SNS 문화를 정화하고
분탕질과 혐오에서 건져내길 바래봅니다.",중립,,
"엑소엘 남의 전화번호 도용투표
엑소엘 부정투표
엑소엘 일 덮으려고 실트 정화
엑소엘 사과해
엑소엘 해명
엑소행복연구소 부정투표
엑소엘 골든디스크 부정투표
엑소엘 3분에 2000표 부정투표

제발 개념 좀 챙기고 이야기하시길 부끄럽다 정말;",화남,,
"어느정도 정화가 된 거 같아 관련 트윗은 삭제했어요. 오늘도 끈질긴 말종샛기들 찾아 신고파티 벌이고 있지만, 지치지않을겁니다. 그딴 멍청이들 개도 할 에너지는 나도 바빠서 없으니까ㅋㅋ 그냥 다 꺼져버리길 바라며 신고하는 수밖에요ㅋㅋㅋㅋ 다들 굿밤되시길요",중립,,
이민규 토스-송명근 공격 완벽해,중립,,
맞다 이거 개뒿북인데 송명근 트크 맞나염? 술먹다 봐서 아닐수도;;,중립,,
"‘5세트의 사나이’ 송명근 펄펄…OK저축, 삼성화재 ‘천적’ 입증",중립,,
송명근 탈색했냔ㅋㅋㅋㅌㅋㅋ,중립,,
"'송명근 트리플크라운' OK저축은행, 삼성화재에 3-0 완승 (출처 : 네이버 스포츠)",중립,,
친구가 송명근 무섭대 어ㅐ지,중립,,
송명근이도 트크했네...ㄷㄷㄷ,중립,,
"'트리플 크라운' 송명근, OK저축은행 연패 탈출 견인",중립,,
배구선수 송명근 paperart,X,,
장준호 이효동 송명근 부용찬 선수님,중립,,
송명근 트크 ㅊㅋ츄,X,,
"오늘 배구 보고 왔다!!! 조재성선수,  송명근선수, 타이슨선수 싸인!!ㅜㅜㅜ 요스바니선수랑 송희채선수 싸인도 받고싶었는데ㅜㅜㅜ 다음기회에...",중립,,
"[SPIKE 프리뷰] 경기력 살아난 OK 조재성-송명근, 요스바니와 삼각편대 이룰까",X,,
서브로 요스바니 송명근 흔드는 것까진 바라지도 않음 근데 범실 없이 제대로 넣는 건 해야지 하긴 그게 되면 서브 6위일리가,중립,,
부진하던 송명근은 지난 6일 현대캐피탈전부터 부활조짐을 보였다. 비록 팀은 풀세트 접전 끝에 패했지만 송명근은...,중립,,
이밍규가 송명근 트크해줄라고 밀어주는거 왤케 웃겨ㅋㅋㅋㅋㅋ,기쁨,,
"-관중수 1838명

-경기최고기록 선수
득점: 타이스(23점) 블로킹: 박원빈(4개) 수비: 송명근(6.33개)

-오늘의 기록
삼성화재 박철우 후위 득점 1500점 달성 (역대 1호)
OK저축은행 송명근 트리플크라운",X,,
"바람 한 자락 불면 휙 날아갈 사랑을 위하여
햇솜 같은 마음을 다 퍼부어 준 다음에야
마침내 피워 낸 저 황홀 보아라

첫사랑, 고재종",기쁨,,
"봄이면 가지는 그 한 번 덴 자리에
세상에서 가장 아름다운 상처를 터뜨린다

/고재종, 첫사랑",중립,,
"거기 문득 네가 오롯함으로
세상 하나가 엄정해지는 시간

수선화, 그 환한 자리, 고재종",기쁨,,
"마을 주막에 나가서
단돈 오천원 내놓으니
소주 세 병에
두부찌개 한 냄비

쭈그렁 노인들 다섯이
그걸 나눠 자시고
모두들 볼그족족한 얼굴로

허허허
허허허
큰 대접 받았네 그려!

고재종 / 파안",기쁨,,
"나는 시간이건 사랑이건
죽지도 않은 채 흠향한다.

(황혼에 대하여, 고재종)",기쁨,,
사실 ..  저두 입덕전엔 야생화만 알았고 눈의꽃은 몰랐어욬ㅋㅋ 입덕하기 한달쯤 전에 학교에서 국어시간에 쌤이 교과서에 나오는 고재종의 첫사랑이라는 시 보고 쌤은 이 시를 보면 눈의꽃이라는 노래가 생각난다면서 틀어줬는데 많이 들어본 멜로디였어요 ㅋㅋ,중립,,
"바람 한 자락 불면 휙 날아갈 사랑을 위하여
햇솜 같은 마음을 다 퍼부어 준 다음에야
마침내 피워 낸 저 황홀 보아라

/고재종, 첫사랑",기쁨,,
"바람 한 자락 불면 휙 날아갈 사랑을 위하여
햇솜 같은 마음을 다 퍼부어 준 다음에야
마침내 피워 낸 저 황홀 보아라

고재종 / 첫사랑",기쁨,,
"낳자마자 죽기에는 충분히 늙어 있는 삶이기에
꽃빛 꽃빛 도화꽃빛
저토록 애절한가

먼 데서 너는 오지만 이내 꽃은 꿈 속일 뿐 

/고재종, 나비",슬픔,,
"김보강, 뮤지컬 '1976 할란카운티' 완벽하게 마무리",X,,
,X,,
"역시!!고마워 경수야!
사제님 부산출장
고백해~ 공연 너무 좋았다고!
인정해~ 할란카운티~!",기쁨,,
"190119 뮤지컬 1976 할란카운티 커튼콜

다니엘 - 조상웅, 라일리 - 이준용
엘레나 - 이하경, 배질 - 김보강
패터슨 - 강성진, 토니보일 - 황이건 
존 - 김형균,나탈리 - 류수화 
선일, 조혜인
이재덕, 이진성, 엄준식, 이덕재, 김효빈, 
신은총, 우진영, 임창영,장은지",X,,
"뮤지컬 할란카운티
자첫",X,,
"2017.03.26
뮤지컬",X,,
"영화의전당 하늘연극장에서 진행된 리허설 사진 공개!!

2018년 청년연출가 선정작, 뮤지컬 

배우 강성진, 서승원, 조상웅, 김보강 등 명품 배우들의 열연으로 만날 수 있는 노동자들의 인권을 위한 희망의 하모니!! 

1월 11일부터 27일까지 부산 영화의 전당에서 만나요~",중립,,
"20180603 6:00PM 삼총사-10주년 기념공연
Cast:엄기준, 유준상, 민영기, 김법래, 장은아, 린지, 홍경수, 김보강 외",X,,
"뮤지컬 '1976 할란카운티' 11일 부산 영화의전당서 개막, 서승원·조상웅·김보강 외",X,,
"5탄: 뮤지컬 인디아 블로그 / 미사리 콘서트 
김다흰, 고훈정, 임승범, 권준엽 

6탄: 뮤지컬 레미제라블 특집 
김늘봄, 유성재, 임재현, 박형규, 제병진

7탄: 원 투 쓰리 
김보강, 김히어라, 박유덕, 배두훈

8탄: 뮤지컬 사춘기 / 발푸르기스 
박란주, 박정원, 김성철, 임병택, 강윤정",X,,
"‘은주의 방’ 김보강, 박지현과 이별…스펙·인성 갖춘 완벽男 면모",X,,
"김보강, 뮤지컬 ‘1976 할란카운티’ 성료…캐릭터 살린 열연",X,,
고래고래 그립다ㅜㅜ,슬픔,,
김보강배우님,중립,,
"넘나 멋져
잘못된것같을때 돌아왔어야지",중립,,
"커튼콜 명장면!!


최경미님 정말 정말 감사합니다.

류수화 배우 (나탈리 役)
김형균 배우 (존 役)
김보강 배우 (배질 役)
김율 배우 (프랭크 役)",중립,,
"전국민주노동조합총연맹 초대 위원장을 지내고 지금은 지도위원으로 있는 권영길 전 국회의원은 최근 논란이 된 경찰·검찰의 ""민주노총은 암적 존재"" 표현에 대해 정부가 사과해야 한다고 목소리를 높였다.  -오마이뉴스 윤성효 기자",중립,,
2002 대선 때 나는 노무현도 보수적이라고 생각했고 권영길 찍었는데 그래도 노무현이 될 거라고 믿었기 때문...  그 후 민노당 통진당을 지지했으나 경기동부의 패악을 목격하고 '진보를 자칭하는 꼴통'판에 환멸을 느꼈...,중립,,
"권영길 위원장님 항상 건강하십시요
언론이 바로서야 세상이 바로 섭니다
저 언론개혁투쟁 열심히 합니다",중립,,
"민노총은 죽음의 외주화의 희생자에게 박근혜같은 유체이탈을 말한다.
민노총은 20년전에 내가 경상도헤게모니로 낙인찍었다.
권영길 단병호 애들이 다 개상도거든.
개상도는 공장을 독점한 지역이고 얼마든지 기득권을 남발할수있다.
내가 노조에 반감을 가졌던 것은 4~5단계의 최말단 하청근로자였기",중립,,
노무현은 우리 엄마가 벌교 빨치산이 맞는데 권영길 아들은 어디 빨치산이냐고 하는 겁니다.,중립,,
권영길씨가 라디오에서 정부 장관들이 민주노총을 고립화나 무시하는 자세를 취하지말고 발언.단어 하나 조심히 해달라고 하는데......민주노총이나 잘 하시죠 ...대단한 상전 나셨나 누가 보면 민주노총이 지도부가 대선때 문재인 대통령 지지한줄 알겠습니다.아이구 몰라뵀네요,화남,,
"하사관 출신 아버지와 보수의 본진 경상도 살며 고딩 내내 중앙일보를 한 글자도 빼먹지 않고 읽었으면서도 투표권 생긴 22년 내내 진보주의자로 살았는데, 가만 보면 내가 특별나게 진보유전자를 가져 환경을 극복한 게 아니라 노동진보 창원에 살며 권영길에 투표하고 가난에 쩌들었던 환경 덕!",화남,,
"조선공산당 여운형 비서딸 손혜원은 동족 600만 학살한
김원봉 조선의열단  지리산  제주 테러 경찰 지주가족 무참히살해 야밤에 임산부강간 식량 약탈 새벽에 집단 도주시 창자 나무 눈에 소나무 박은후 1956년경
마산 무학산 백운사 총탄바위
경찰에 사살당함 산청 민노총 권영길 애비 빨치산 임",화남,,
RT,X,,
"권영길 ""개성공단 기업주 방북, 머뭇거릴 이유 없다""",중립,,
"권영길 민주노총 초대 위원장 겸 지도위원... ""한마디로 말해 나라망신""

""한 마디로 말해 나라 망신이다""
""민주노총 대의원대회 반드시 성사돼야""",중립,,
"사법 경찰에 고발 신고 voice phishing scam
권영길 마누라 언론노조 배군 공부해서 남주나
살인마 전두환 반역질 한거다 법의 허점8 맹점
국민연금 모자라지 않을까 나중에 받을수 있나",화남,,
"Western Union
SNU 권영길 .'// 마누라와 금융회사 과장 사칭
두드림 voice phishing scam 처리 직전 대응",X,,
[삼행시]권민아 속 권영길 (출처 : 푸른뿔소 |,X,,
"여운형 조선공산당 수괴 청년당원 비서가 손혜원 부이다
님을위한 행진곡
동독 베들린 동백림 간첩  윤이상  의 김정숙 과 유럽 서울신문특파원 이며 지리산 산청 빨치산 남노당계  민노총 산하 공노조 전교조 민언련 언노조 대부 민족해방 박통 암살 기획범 권영길 조직 이들은 주체사상 빨개이조직",화남,,
차인표도 최민수 애라는 겁니다. 김선직 - 권영길하면 권영길도 최민수애라는 겁니다.,중립,,
"두드림 권영길 마누라 비비안리 김//진
Voice phishing scam 돈만 달라 처리
the Holy Communion air Mu remove 
16:9'4' 가명 국회 80% 교체 의회 개헌",X,,
집에 오는 길에 권영길씨가 TBS 인터뷰 하는걸 듣었는데 문재인 대통령과 청와대를 만만하게 보는 것도 정도가 있어요 .뭐가 그리 잘나셔서 청와대 인사들이 못했다고 광광 하시는지 .거기다가 민주노총이 무슨 대단한 상전 나셨나봐요 한국 노동자 30%라도 대의해요 ?듣는 내내 성질나 죽음,화남,,
이런말 하는 사람들은 참여정부 말기를 보고도 배운게 하나도 없는거 같음. 노무현 임기 끝나고 이정희 심상정 권영길이 집권했나요?,화남,,
"간첩 대법원광주518 무장폭동잔당
간첩김질락한명숙박성준고은김대중함석헌함세웅손학규유은혜장영달인명진강원용여운형지학순박벙계박원순 임헌영이석태진선미임태훈문재인권영길피보훈처장관세청장문가직원법제청장간첩이선실중부지역당
김부겸민갑룡산하서울경찰서장
조선의열단정경두이들간첩의혹",X,,
최승우 아버지 집안은 차씨가 권영길을 안 받으면 최형우를 못 구워 삶는다는 겁니다. 이상은은 결국 개포고 사태에 걸렸는데 문정웅 집안이 빼줬다는 겁니다. 그래서 이게 이렇게 됐다는 겁니다. 이상은이 문정웅을 상대할 수 없다는 겁니다. 문정웅은 그것 하나 갖고 산다는 겁니다.,화남,,
권영길이ㅋㅋㅋㅋㅋ 아오,화남,,
"""검·경 '민주노총 암적존재' 표현, 정부가 사과해야""",중립,,
"언론노조 30주년을 기념 인터뷰. 
“언론인은 오늘의 현상을 빚어서 역사를 만드는 사람이다. “",중립,,
노박님 신용재 불러주세요 180도도 불러주시면 좋구여,중립,,
"이거 나 같은 유령계는 어차피 될리 없씀여!!
10rt- 전못진
20rt- 고엽
30rt- 약속(지민)
40rt- 보조개 
50rt- 도망가지 마
60rt- 죽어도 너야
70rt- 아낙네
80rt- 신용재
90rt- Magic Shop
100rt- 샘들이 가장 많이 원하는 곡",X,,
유튜브에서 노래듣고 있는데 라코스테남 신용재 뭔뎈ㅋㅋㅋㅋㅋㅋㅋ 답가 듣고 싶다... 신용재가 부르는 신용재 답가...,중립,,
"이거 노래제목이 '신용재' 가수가 하은(라코스테남)인데
솔직히 처음보면 누가 신용재가 노래제목이라고 생각하겠어",중립,,
11. 신용재 생각보다 즇음,X,,
신용재 노래 너무 좋아,기쁨,,
이렇게 들으면 ㄹㅇ 고음 청량하게 들려요 신용재 듣다가 오졍서ㅜ와함,기쁨,,
"신용재가 하은이라는 노래 부른 줄 알았는ㄷㅔ
그게 아니엇음",중립,,
저 새해 첫노래 잘못 눌러서 신용재 들음,중립,,
지누님ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ신용재 불러주실수 있나요?에 개인적으로 아는사이가 아니라서 죄송하다 하는거 너무웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠ,기쁨,,
ㄹ ㅏ 코스ㅌㅔ남의 신용ㅈㅐ에 이어 씰ㄹㅣ슈의 청ㅎㅏ라는 곡까지.,X,,
"10rt - 신용재

20rt - 이럴거면 그러지말지

30rt - 모든 날, 모든 순간

40rt - 아낙네

50rt - 밤이 되니까

60rt - 비도 오고 그래서

80rt - 주지마

100rt - 180°

150rt - 도망가지마

200rt - 폰서트

하이라이트 부분만!",X,,
신용재 - 하은 (라코스테남),X,,
오옹 아까 약속이랑 신용재 들었는데 헤헤,중립,,
신용재부러야쥐,X,,
아 그럼 라코스테남은 신용재 돼야 하나요,중립,,
2019.1.01 17:30 (KST),X,,
아.. 역시 신용재파.. 노래를 이어 부르지 않고 축하를 한다..,중립,,
준면이 음색으로 부르는 하은의 신용재 듣구 싶다,중립,,
? 신용재가 갑자기 떡상중;,중립,,
"눈물이 나면 그렇게 다 젖어도 좋아
소리내 울어도 바보여도 좋아

사랑해 그대여
영원히 괜찮아

바람이 멎는 곳
풍경처럼 서 있는 내게로 와

| 신용재, 언제나 괜찮아",중립,,
그거 가수분 목소리가 가수신용재님이 비슷해서 곡 제목이 신용재래여,중립,,
"10rt. 신용재

17rt. 홍연

24rt. 지나오다 

31rt. 첫눈처럼 너에게 가겠다 

38rt. 열애중 또는 180도

45rt. 싸이퍼3",X,,
당시 상대 신용재님......,중립,,
신용재 따라하고 따라해도 안되는것처럼~~,중립,,
여기 이디야 알바생이 신용재 좋아하는지 죄다 신용재노래나옴,중립,,
신용재애애애,중립,,
"diem:
비가 온다 - 정승환 , 신용재 - 하은(라코스테남) , 꽃길 - 김세정 , 비 - 폴킴 , 가을타나봐 - 바이브
luffy:
황치열 - 듣고 있니,노을 - 너는 어땠을까, 벤-  180도
Fearless：
형-노라조",X,,
원래 화장실 방음 잘 안되나요...윗층에서 신용재 부르고있는데 진짜너무잘불러서 뭐라할수가없네요,중립,,
신용재 노래 이름이 신용재인것도 처음 알았고 가사도 신용재를 따라하고 따라해도 안되는 것 처럼 인거 처음알앗음 이게머야,중립,,
하은(라코스테남) - 신용재,X,,
아무나 신용재 불러주세요 진짜 인생 바침,중립,,
멜론 오랜만에 들어갛ㅇ는데 저기 신용재가 그 포맨 신용재 임?,중립,,
막차시간 존나 절박하게 남아서 조따 급하게 코인노래방 들어간후에 천원넣고 멀 불러야 뽕 뽑을까 진지한 고민 3초정도 머릿속 스캔후에 신용재 2번부름 ㅋ ㅋ ㅋㅋ ㅋ ㅋㅅㅂ,중립,,
신용재 - 들숨날숨,중립,,
"혼코노 갈껀데 추천곡좀 주세요!
임창정 슬픈혼잣말
김범수 보고싶다
하은 신용재
일단 이 3개는 부를겁니다아",중립,,
으으으 백팔십 어쩌고랑 신용재 저럴줄 알았음 볼 때 마다 역겨워 나같으면 쪽팔려서 얼굴 못 들고 다닐듯.. 벤은 겁나 뻔뻔하게 방송에도 잘 나오는데 욕이란 욕은 돈주고 스밍 돌리는 돌팬이 머금..,화남,,
"이렇게 갬성터지는 새벽(?)엔 신용재를 듣는거야
노래 넘 조앙",기쁨,,
신용재 불러주세용,중립,,
야 팬티 이름이 라코스테면 그 차트 3위인가 그 신용재분은 팬티남이냐??,중립,,
신용재가 라코스테 cf모델 됐나요?,중립,,
신용재 따라하고 따라해도오,중립,,
"190105 홍대 엔터플레이스 

요즘 자주 듣는 노래나 자기 전에 듣는 노래 있냐고 물어봤는데 없다고 그랬다가 하나만 추천해달라니까 신용재라고 그래서 전 당연히 포맨인 줄 알고 신용재 뭐? 이랬더니 노래 제목이 신용재라고 그래서 뭐지 했는데 정말 있네요....",중립,,
"나 신용재 노래 빠져서ㅠㅠㅠㅜ 진짜 너모 듣고 시퍼ㅓ어ㅛ,,,",중립,,
신용재-오늘,중립,,
노래제목이 신용재야,중립,,
신용재따라,중립,,
신용재 - 가수가 된 이유,중립,,
2019.1.05 15:30 (KST),X,,
야체고 정모에서 신용재 부를 분 모집합니다 신용재 가사 너무 부르고십어요,중립,,
2019.1.01 9:30 (KST),X,,
"신용재라는 노래 ㅈㄴ 웃긴데 나만 그런가,,,",중립,,
요샌 신용재가 그렇게 좋은거 있져,중립,,
"[김현기의 축구수첩]""유럽을 너무 막 가서 문제""라는 일본 축구",X,,
"[김현기의 시시각각] 2045년 한·일은 화해해 있을까 

한 사람의 일본인으로서 한국의 사람들에게 질문합니다. 이 tweet을 retweet하십시오.
""한국은 일본의 우방입니까?""",X,,
홍셩라방 김현기,X,,
"[2019.1.14일 ‘노동조합 관련 해직 공무원 

초미세먼지가 매우 나쁜 “아침 행안부 1인 시위 힘차게 시작합니다.”

글?사진 제공: 김현기

징계 남용으로 해직된 공무원 136명의 16년을 회복시켜야 합니다.",X,,
"야! 이 씨발새끼야!
어떻게 일개 기레기새끼와 국민의 대표인 대통령이 동격이냐?
니미씹이다! 

[김현기의 시시각각] 문재인의 ‘백악관식 회견’ 감상문",화남,,
나 웆뱅에서 김현기 퇴근길봒는데 사진을 안찍음 후회중임,슬픔,,
김현기 비트 기대 만땅,중립,,
"[김현기의 시시각각] 싱가포르의 실수, 베트남의 우려",X,,
[김현기의 시시각각] 조국이 말한 삼인성호 그리고 비핵화,X,,
김현기 그저 빛,기쁨,,
[김현기의 시시각각] 문재인의 ‘백악관식 회견’ 감상문,X,,
찐으로 김현기임? 사랑훼,기쁨,,
"아는 배우들이 너무 많아서 더욱더 좋았던
광화문연가",기쁨,,
탐라에 김현기를 채워주세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,기쁨,,
오랜만에 다시 꺼내본다 김현기..,중립,,
[김현기의 시시각각] 조국이 말한 삼인성호 그리고 비핵화 (출처 : 중앙일보 | 네이버 뉴스),X,,
막 방에서 야 김현기 스토리!!!!! 현등!!!!! 이리고,기쁨,,
"26탄 뮤지컬 벤허 / 갓벤-허 
곽나윤, 김시영, 민우혁, 박종배, 유효진, 이동화, 이정수, 임동섭, 장지후, 최도진  

27탄 오성민, 마주앉다 
오성민, 고훈정, 김찬호, 박혜나 

28탄 히얼마이송 
김인형, 김현기, 김효성, 배명숙, 진진경, 이태오, 이호진, 이휴, 전해주, 지승태, 황수정",X,,
"[김현기의 시시각각] 조국이 말한 삼인성호 그리고 비핵화 
그러나 트럼프가 오락가락하며 장사꾼처럼 굴면 틀림없이 돼지는 핵보유국이 될게다.
한국이 연방제라도 하게되면 트럼프의 공도 크다.",중립,,
"김현기는 너무 잘생겼다
김현기는 너무 착하다
김현기는 너무 귀엽다
김현기는 욕을 잘 안한다
김현기는 술도 거의 안먹는다
김현기는 담배도 안한다
김현기는 해바라기 조아한다",중립,,
[김현기의 시시각각] 문재인의 ‘백악관식 회견’ 감상문 (출처 : 중앙일보 | 네이버 뉴스),X,,
"[김현기의 시시각각] 조국이 말한 삼인성호 그리고 비핵화
남·북·미 세 지도자 간 '삼인성호 비핵화'
2019년 우리 모두 눈 부릅뜨고 막아내야",중립,,
"[김현기의 시시각각] ‘광화문 대통령’이란 환상


내일(10일) 기자회견에서 반드시 문 대통령의 진솔한 해명을 들어야 하는 이유다. 그나저나 취임 3년 차에 들어가는데 대통령의 생중계 공식 회견이 이번으로 ‘세 번째’라니, 소통 강화고 이념이고 말할 계제도 아닌 듯하다",중립,,
손석희 JTBC 대표이사가 이런 보도를 좋아하나봐. 김현기 중앙일보 워싱턴 총국장이 미국 국무부 경호원과 호텔 복도에서 중요한 인터뷰 따냄. 나머지는 다 추측성 보도. JTBC 수준이 참.,중립,,
이름 김현기인 사람 있음;,중립,,
김현기 사진 점여,중립,,
"[2019.1.13일 ‘노동조합 관련 해직 공무원 

노숙하고 일요일 아침 분수광장에서 1인 시위를 이어갔어요.

사진 제공: 김현기

징계 남용으로 해직된 공무원 136명의 16년을 회복시켜야 합니다.",중립,,
진짜 김현기 개 구ㅏ엽다,기쁨,,
발목만 봐도 김현기네요,기쁨,,
"[김현기의 시시각각] 
‘광화문 대통령’이란 환상
‥‥ 문제인이 광화문 팔아 얻은 표는  어쩔건가?
--->",중립,,
"그니까ㅠㅠㅜ뉴ㅠ 악 김현기 이러면서 나 울고,,,너도 울고",기쁨,,
"BM Hawk 로스터 

메인DPS - BMBabel / 박상준
서브DPS - Jindol/ 김민찬
                  Haven / 이영민
메인탱커  - BMChunsam / 조민규
서브탱커  - BMSanguk / 황상욱
메인힐러  - Espresso / 김건
서브힐러  - BMABEL / 오준혁",X,,
,X,,
송악산에 뚫린 동굴... 누가 제주를 아프게 했나,중립,,
